iter	RMSE
146	1.481732194
147	1.480202716
148	1.477573919
149	1.476153247
150	1.475087124
151	1.473007191
152	1.472040885
153	1.470805576
154	1.470151841
155	1.468558651
156	1.467772365
157	1.465588877
158	1.464212431
159	1.463958028
160	1.462546723
161	1.46066261
162	1.46044194
163	1.458658968
164	1.457385351
165	1.456901619
166	1.455439122
167	1.45443669
168	1.452264975
169	1.451911779
170	1.450258587
171	1.448853106
172	1.447561231
173	1.447069359
174	1.444212285
175	1.442631996
176	1.440687095
177	1.439363562
178	1.43858795
179	1.436695417
180	1.435451103
181	1.433932357
182	1.433331346
183	1.432293131
184	1.430623637
185	1.42994777
186	1.428520078
187	1.427471442
188	1.425195635
189	1.424744968
190	1.423304345
191	1.422381836
192	1.421298627
193	1.419295644
194	1.417985356
195	1.416864541
196	1.416188154
197	1.41431703
198	1.414174129
199	1.413527053
200	1.411968243
201	1.410599943
202	1.41011176
203	1.40713222
204	1.406967446
205	1.406838234
206	1.406470197
207	1.405356212
208	1.403817028
209	1.402671353
210	1.401855472
211	1.400860538
212	1.399890854
213	1.398791013
214	1.397847223
215	1.396717007
216	1.396656566
217	1.395993349
218	1.394915619
219	1.393562164
220	1.392478846
221	1.392066165
222	1.39144218
223	1.390681756
224	1.389833642
225	1.38727946
226	1.385521184
227	1.384623926
228	1.384547734
229	1.383457596
230	1.382668646
231	1.382054874
232	1.381065865
233	1.381061891
234	1.380056103
235	1.380043614
236	1.37906582
237	1.378301436
238	1.377822763
239	1.377755995
240	1.37721265
241	1.376245766
242	1.375658974
243	1.374575922
244	1.374119199
245	1.37328012
246	1.372323024
247	1.37218023
248	1.37113142
249	1.370784547
250	1.370551328
251	1.369961055
252	1.369940221
253	1.369726012
254	1.368975257
255	1.368181245
256	1.367526776
257	1.366582118
258	1.365857041
259	1.365375614
260	1.364164261
261	1.364084834
262	1.363792435
263	1.363176204
264	1.363153897
265	1.360904112
266	1.360207081
267	1.358657712
268	1.358138169
269	1.357431145
270	1.357271417
271	1.357173873
272	1.357156887
273	1.356572357
274	1.355575365
275	1.355134759
276	1.354557785
277	1.353462268
278	1.352924339
279	1.35277609
280	1.350896363
281	1.350222662
282	1.349957673
283	1.349548339
284	1.349094779
285	1.34896865
286	1.348517134
287	1.347267931
288	1.346843353
289	1.346327486
290	1.34619539
291	1.345019079
292	1.344517984
293	1.344040389
294	1.3435098
295	1.343438263
296	1.342953499
297	1.34251754
298	1.341880208
299	1.341770051
300	1.341728284
301	1.34168668
302	1.340761888
303	1.339713759
304	1.339378011
305	1.339178629
306	1.338252391
307	1.337793606
308	1.337493777
309	1.336663326
310	1.336643738
311	1.335858531
312	1.335822661
313	1.335448451
314	1.335439861
315	1.333893697
316	1.333708886
317	1.333460004
318	1.331989013
319	1.331804556
320	1.331767299
321	1.331617601
322	1.331544559
323	1.331338066
324	1.330750445
325	1.330485869
326	1.330463261
327	1.330001996
328	1.329490535
329	1.329352802
330	1.329336369
331	1.329132837
332	1.329100956
333	1.328733074
334	1.328162938
335	1.328147234
336	1.328081068
337	1.328002996
338	1.327931409
339	1.327902972
340	1.327881519
341	1.32675144
342	1.32637943
343	1.326029337
344	1.325702171
345	1.325386893
346	1.325096186
347	1.323724916
348	1.323347451
349	1.323305144
350	1.322958096
351	1.322358408
352	1.321654503
353	1.321173254
354	1.321074748
355	1.320284356
356	1.320158093
357	1.319635954
358	1.319596149
359	1.31900571
360	1.31873449
361	1.318482156
362	1.318479034
363	1.318469418
364	1.318443357
365	1.318202168
366	1.318088533
367	1.316949342
368	1.31694705
369	1.31665302
370	1.315573126
371	1.315572125
372	1.315522642
373	1.315451794
374	1.315251831
375	1.315147498
376	1.314249888
377	1.313799892
378	1.312967581
379	1.312619681
380	1.312400801
381	1.312388338
382	1.312180211
383	1.311892142
384	1.311180735
385	1.311077292
386	1.311017508
387	1.310972291
388	1.310967267
389	1.310960903
390	1.310868245
391	1.310535075
392	1.310356269
393	1.309705634
394	1.309416769
395	1.309382019
396	1.309300568
397	1.309270762
398	1.30778016
399	1.307590441
400	1.307539817
401	1.30729796
402	1.306855776
403	1.30683423
404	1.306310715
405	1.305960579
406	1.305929646
407	1.305530682
408	1.305424478
409	1.305271128
410	1.305265157
411	1.3052353
412	1.305227815
413	1.304234331
414	1.303819483
415	1.303799739
416	1.303791656
417	1.302767796
418	1.302573007
419	1.302335665
420	1.301992091
421	1.301152648
422	1.301142186
423	1.301134762
424	1.301081144
425	1.299480246
426	1.299412241
427	1.299193966
428	1.299179306
429	1.299159449
430	1.298943837
431	1.298933061
432	1.298820698
433	1.298551941
434	1.298533723
435	1.298393425
436	1.298367891
437	1.298360831
438	1.29835914
439	1.298356942
440	1.298193244
441	1.298147665
442	1.298145762
443	1.298103987
444	1.298072994
445	1.298001828
446	1.297468361
447	1.29714512
448	1.29620481
449	1.295559101
450	1.295537028
451	1.295283353
452	1.295281997
453	1.295275895
454	1.295270471
455	1.295023356
456	1.294569263
457	1.294407249
458	1.29440568
459	1.294404408
460	1.294192413
461	1.294010373
462	1.293353129
463	1.29329452
464	1.293196055
465	1.292932751
466	1.292511303
467	1.292455714
468	1.292432908
469	1.292403137
470	1.292276699
471	1.292207338
472	1.292185973
473	1.29189387
474	1.291307512
475	1.291293697
476	1.291290467
477	1.291005559
478	1.290486001
479	1.290484895
480	1.290451209
481	1.29044317
482	1.290442872
483	1.289618299
484	1.289617107
485	1.289415351
486	1.288732935
487	1.2887179
488	1.288716793
489	1.28871313
490	1.288563413
491	1.288562945
492	1.288288725
493	1.287696931
494	1.287696249
495	1.287231555
496	1.286465084
497	1.285975276
498	1.285851749
499	1.285056435
500	1.284352087
501	1.284245457
502	1.283962406
503	1.28395997
504	1.283948598
505	1.283947914
506	1.283650003
507	1.283118013
508	1.283117072
509	1.282819053
510	1.282813534
511	1.282329864
512	1.282064072
513	1.282063216
514	1.281989363
515	1.281879924
516	1.281817751
517	1.281222197
518	1.281039085
519	1.280713455
520	1.280712512
521	1.28066404
522	1.280660311
523	1.280653925
524	1.280486592
525	1.280466188
526	1.280367551
527	1.280277524
528	1.280273922
529	1.280266977
530	1.280266463
531	1.280200352
532	1.280190234
533	1.28013411
534	1.280111171
535	1.280105382
536	1.279661051
537	1.279548239
538	1.279542663
539	1.279503884
540	1.279347298
541	1.279252178
542	1.279236346
543	1.278655
544	1.278613276
545	1.278570476
546	1.278528877
547	1.278501144
548	1.278470319
549	1.277395571
550	1.277390587
551	1.277133308
552	1.277114913
553	1.277113667
554	1.277103997
555	1.277099355
556	1.27709841
557	1.276972605
558	1.276971746
559	1.276960914
560	1.276960312
561	1.276959281
562	1.276467502
563	1.276460364
564	1.276368642
565	1.27636619
566	1.2763649
567	1.27618793
568	1.276107974
569	1.276103414
570	1.275864632
571	1.275772523
572	1.275771878
573	1.275421191
574	1.275389732
575	1.274848956
576	1.274410932
577	1.274376261
578	1.273903261
579	1.273827729
580	1.273586323
581	1.273513874
582	1.273513271
583	1.273307368
584	1.273288444
585	1.272794859
586	1.272779636
587	1.272765664
588	1.272727714
589	1.272686528
590	1.272600572
591	1.27259531
592	1.272579912
593	1.272334386
594	1.272222909
595	1.271744361
596	1.271715617
597	1.271275909
598	1.27127565
599	1.27116788
600	1.270924327
601	1.270354862
602	1.270353868
603	1.270288106
604	1.269710877
605	1.269681222
606	1.269680271
607	1.269670199
608	1.269613912
609	1.269613047
610	1.269591345
611	1.269586805
612	1.269583347
613	1.269406296
614	1.26940582
615	1.269373477
616	1.269365953
617	1.269086677
618	1.268980364
619	1.268857259
620	1.268856394
621	1.268635155
622	1.268600672
623	1.268084486
624	1.268046958
625	1.267830167
626	1.267620614
627	1.267617193
628	1.26761637
629	1.267616284
630	1.267295997
631	1.266949895
632	1.266934082
633	1.266897907
634	1.266897907
635	1.266698599
636	1.26666532
637	1.266656003
638	1.266101742
639	1.266081627
640	1.266043216
641	1.265599586
642	1.265530107
643	1.265510199
644	1.265320563
645	1.265306508
646	1.264783813
647	1.264763547
648	1.264747707
649	1.264735338
650	1.264700575
651	1.264689508
652	1.264621542
653	1.264430339
654	1.263909627
655	1.26326114
656	1.263260358
657	1.263258186
658	1.263152556
659	1.263149688
660	1.263121747
661	1.262419726
662	1.262395596
663	1.262391335
664	1.262381856
665	1.26232194
666	1.262313939
667	1.262310113
668	1.262232191
669	1.262229016
670	1.262151655
671	1.262151524
672	1.262008138
673	1.261791179
674	1.261780739
675	1.260927586
676	1.26089398
677	1.260884404
678	1.260882924
679	1.260404948
680	1.260211189
681	1.260210797
682	1.260201041
683	1.260191284
684	1.260125689
685	1.259958853
686	1.259807811
687	1.259744156
688	1.259541972
689	1.259489809
690	1.259409708
691	1.259397897
692	1.259353485
693	1.258947434
694	1.258947129
695	1.258657386
696	1.258486038
697	1.258472474
698	1.258472038
699	1.258464013
700	1.25843671
701	1.258434791
702	1.258321733
703	1.258320948
704	1.257959113
705	1.257906884
706	1.257746737
707	1.257740671
708	1.257734561
709	1.257733688
710	1.257731594
711	1.257649984
712	1.257465971
713	1.257137466
714	1.257137422
715	1.256942024
716	1.256940758
717	1.256940714
718	1.256940452
719	1.256940103
720	1.256874469
721	1.256555987
722	1.256513178
723	1.256512873
724	1.256511387
725	1.256490332
726	1.256444158
727	1.256443066
728	1.256440751
729	1.256248696
730	1.255933377
731	1.255822017
732	1.255819045
733	1.255677428
734	1.254968268
735	1.254678306
736	1.254647902
737	1.254624409
738	1.254562679
739	1.253797731
740	1.253797162
741	1.253647085
742	1.253608775
743	1.253589728
744	1.253544892
745	1.253544411
746	1.253075199
747	1.253074761
748	1.252992454
749	1.252933359
750	1.252927839
751	1.252920655
752	1.252736999
753	1.252724556
754	1.252723942
755	1.252723592
756	1.252652917
757	1.252405281
758	1.252333975
759	1.252270904
760	1.251729918
761	1.251673702
762	1.251330298
763	1.251320999
764	1.251270423
765	1.251086393
766	1.251086305
767	1.250965212
768	1.250955998
769	1.250909444
770	1.250898299
771	1.2508879
772	1.250838052
773	1.250471331
774	1.25032621
775	1.250153544
776	1.250148759
777	1.24991951
778	1.249880119
779	1.249876475
780	1.249829617
781	1.249828651
782	1.249821317
783	1.249820614
784	1.249761238
785	1.249750873
786	1.249644804
787	1.249473494
788	1.249415199
789	1.249413003
790	1.249403294
791	1.249350751
792	1.249335902
793	1.249187002
794	1.249091739
795	1.249091519
796	1.249054476
797	1.249004247
798	1.248861241
799	1.248750482
800	1.248744284
801	1.248615448
802	1.248594875
803	1.248143988
804	1.248007656
805	1.247583746
806	1.247524747
807	1.247452722
808	1.24714979
809	1.24710393
810	1.247098032
811	1.247076378
812	1.246849822
813	1.246796995
814	1.246794486
815	1.246742978
816	1.246598832
817	1.246545819
818	1.246544146
819	1.246542605
820	1.246541152
821	1.246411955
822	1.246196641
823	1.246195408
824	1.246069171
825	1.246068114
826	1.246067938
827	1.246062079
828	1.245900233
829	1.245702412
830	1.245519807
831	1.245361372
832	1.24532598
833	1.24532457
834	1.245290631
835	1.245281331
836	1.244851466
837	1.24419009
838	1.244188193
839	1.244182943
840	1.243505322
841	1.243503997
842	1.243386757
843	1.243351927
844	1.243351883
845	1.243191582
846	1.243104823
847	1.242958357
848	1.242958224
849	1.242952351
850	1.242951203
851	1.24294714
852	1.242863853
853	1.242355662
854	1.242276974
855	1.241963543
856	1.241961731
857	1.241955765
858	1.241847307
859	1.24166745
860	1.241659317
861	1.241658388
862	1.241548666
863	1.241542521
864	1.241023484
865	1.241023218
866	1.240460956
867	1.240337144
868	1.240328913
869	1.240328382
870	1.240326479
871	1.240224163
872	1.240080012
873	1.239975063
874	1.239820967
875	1.239704131
876	1.239490619
877	1.239489025
878	1.239487652
879	1.239452181
880	1.239448063
881	1.239303113
882	1.23913148
883	1.238913041
884	1.238808968
885	1.238804538
886	1.238777289
887	1.238642408
888	1.238630886
889	1.23812978
890	1.237461573
891	1.237427641
892	1.237323621
893	1.237199318
894	1.23715167
895	1.237080282
896	1.236648321
897	1.236630567
898	1.236382697
899	1.236258655
900	1.236125142
901	1.23611342
902	1.23600396
903	1.236003427
904	1.236001562
905	1.235999075
906	1.235912833
907	1.23590777
908	1.235907503
909	1.235799936
910	1.235798559
911	1.235129358
912	1.235127491
913	1.235123003
914	1.235111715
915	1.234608336
916	1.234441831
917	1.234400568
918	1.234280106
919	1.23427726
920	1.234161634
921	1.234161456
922	1.234153895
923	1.234134149
924	1.234132236
925	1.23410137
926	1.234099636
927	1.23397821
928	1.233975542
929	1.233881507
930	1.233788621
931	1.233724246
932	1.233644652
933	1.233603096
934	1.233598557
935	1.233528922
936	1.23350654
937	1.233443352
938	1.23327264
939	1.233226309
940	1.233224929
941	1.23271174
942	1.232671755
943	1.232663161
944	1.232660356
945	1.232622907
946	1.232620191
947	1.232618766
948	1.232472211
949	1.232432931
950	1.232427409
951	1.232373608
952	1.232373385
953	1.232339669
954	1.23226876
955	1.232227825
956	1.232209696
957	1.23211762
958	1.232115749
959	1.232036095
960	1.231771081
961	1.231768452
962	1.231656601
963	1.231418249
964	1.231307436
965	1.231290363
966	1.23128488
967	1.231284612
968	1.230831977
969	1.23082997
970	1.230792868
971	1.230777527
972	1.230703361
973	1.230664337
974	1.230312793
975	1.230297982
976	1.230297982
977	1.230211072
978	1.230118222
979	1.230009076
980	1.229937364
981	1.229935802
982	1.229935802
983	1.229933347
984	1.229927903
985	1.229927501
986	1.229857525
987	1.229790132
988	1.229766834
989	1.229751927
990	1.229365343
991	1.229363066
992	1.229361593
993	1.229323151
994	1.228994045
995	1.228992527
996	1.228800337
997	1.228670257
998	1.228577916
999	1.228396072
